C,Coleta,sensor,tipo_sinal,ambiente,spearman,spearman_parcial_controlando_tempo
C16,dia 19 - Soja Heterodera Vaso 9,MQ138,corrigido,Temp_C,0.5731272000714184,0.08228465271596305
C16,dia 19 - Soja Heterodera Vaso 9,MQ138,cru,Pres_kPa,-0.2092052392830734,0.047521646074638664
C16,dia 19 - Soja Heterodera Vaso 9,MQ138,corrigido,Pres_kPa,-0.16974579359411623,0.2675802075565921
C17,dia 19 - Soja Heterodera Vaso 1,MQ2,cru,Soil_indice_0_1,0.45627524500270583,0.07191532238680119
C17,dia 19 - Soja Heterodera Vaso 1,MQ2,corrigido,Soil_indice_0_1,0.4071086662857426,-0.05628756606223964
C17,dia 19 - Soja Heterodera Vaso 1,MQ2,cru,Temp_C,0.7366860013441936,-0.01254119226353017
C17,dia 19 - Soja Heterodera Vaso 1,MQ2,corrigido,Temp_C,0.7702188315276596,0.0030146083863468068
C17,dia 19 - Soja Heterodera Vaso 1,MQ2,cru,Pres_kPa,0.18734793584497605,-0.012189885016594678
C17,dia 19 - Soja Heterodera Vaso 1,MQ2,corrigido,Pres_kPa,0.26067129005312556,0.09135851161469803
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,cru,Soil_indice_0_1,0.1396809345568006,0.04367998466662004
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,corrigido,Soil_indice_0_1,0.029118316504993774,-0.09184407890443838
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,cru,Temp_C,0.3575930481209871,0.04167707084190236
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,corrigido,Temp_C,0.31297895893739663,0.03799761872385024
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,cru,Pres_kPa,0.09412977622794812,-0.06620060280721568
C17,dia 19 - Soja Heterodera Vaso 1,MQ3,corrigido,Pres_kPa,0.06840840671172857,-0.07417224325638838
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,cru,Soil_indice_0_1,0.3780346758969596,0.1023628896519975
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,corrigido,Soil_indice_0_1,0.40119703335187723,0.10241616573936725
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,cru,Temp_C,0.4843256842760229,-0.0195374426073601
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,corrigido,Temp_C,0.5403104946909927,-0.009911560432215541
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,cru,Pres_kPa,0.14115868654095126,0.041237885785384204
C17,dia 19 - Soja Heterodera Vaso 1,MQ7,corrigido,Pres_kPa,0.198066015327927,0.0919941156917223
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,cru,Soil_indice_0_1,-0.10343393698670883,-0.007515009006555273
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,corrigido,Soil_indice_0_1,0.01522377047407311,0.0021690080385871704
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,cru,Temp_C,-0.0935233422417885,0.0181337513544242
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,corrigido,Temp_C,0.12166388742327466,0.03314839323782022
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,cru,Pres_kPa,-0.04754744116987556,-0.05299626973395834
C17,dia 19 - Soja Heterodera Vaso 1,MQ8,corrigido,Pres_kPa,0.06008076489069178,-0.005116214257088388
C17,dia 19 - Soja Heterodera Vaso 1,MQ135,cru,Soil_indice_0_1,0.1552231034651469,0.05203009723907537
C17,dia 19 - Soja Heterodera Vaso 1,MQ135,corrigido,Soil_indice_0_1,0.07312237304032747,0.010389570586821382
C17,dia 19 - Soja Heterodera Vaso 1,MQ135,cru,Temp_C,0.32031581881829174,0.056767566301768664
C17,dia 19 - Soja Heterodera Vaso 1,MQ135,corrigido,Temp_C,0.2055322418658361,0.042733771962920775
C17,dia 19 - Soja Heterodera Vaso 1,MQ135,cru,Pres_kPa,0.042393577667897586,-0.09069286125580071
C17,dia 19 - Soja Heterodera Vaso 1,MQ135,corrigido,Pres_kPa,0.02475216270110032,-0.0653400515048357
C17,dia 19 - Soja Heterodera Vaso 1,MQ138,cru,Soil_indice_0_1,0.321804356065861,0.06135127246006431
C17,dia 19 - Soja Heterodera Vaso 1,MQ138,corrigido,Soil_indice_0_1,0.437533179605846,0.12980524515394432
C17,dia 19 - Soja Heterodera Vaso 1,MQ138,cru,Temp_C,0.5327745239221547,-0.005951754205213688
C17,dia 19 - Soja Heterodera Vaso 1,MQ138,corrigido,Temp_C,0.6988105073589624,0.024135138197447805
C17,dia 19 - Soja Heterodera Vaso 1,MQ138,cru,Pres_kPa,0.19637020528304922,0.05373270339457385
C17,dia 19 - Soja Heterodera Vaso 1,MQ138,corrigido,Pres_kPa,0.2992670190185935,0.14363641566923685
C24,dia 11 - Soja Saudavel Vaso 3,MQ2,cru,Soil_indice_0_1,-0.5631395153079686,0.1773057866767944
C24,dia 11 - Soja Saudavel Vaso 3,MQ2,corrigido,Soil_indice_0_1,-0.6316230152138174,-0.0372945563163171
C24,dia 11 - Soja Saudavel Vaso 3,MQ2,cru,Temp_C,0.9324160732500262,-0.010766766590683813
C24,dia 11 - Soja Saudavel Vaso 3,MQ2,corrigido,Temp_C,0.9675037825900987,-0.017242574826325158
C24,dia 11 - Soja Saudavel Vaso 3,MQ2,cru,Pres_kPa,0.5631801237306048,0.33199530958797013
C24,dia 11 - Soja Saudavel Vaso 3,MQ2,corrigido,Pres_kPa,0.557226473197509,0.5216328604396536
C24,dia 11 - Soja Saudavel Vaso 3,MQ3,cru,Soil_indice_0_1,-0.34068430356196383,0.2374371762722103
C24,dia 11 - Soja Saudavel Vaso 3,MQ3,corrigido,Soil_indice_0_1,-0.3568669674414603,0.030972374078792997
C24,dia 11 - Soja Saudavel Vaso 3,MQ3,cru,Temp_C,0.6279855021898465,-0.01920340225319955
C24,dia 11 - Soja Saudavel Vaso 3,MQ3,corrigido,Temp_C,0.49826483987523673,-0.04673861328283316
C24,dia 11 - Soja Saudavel Vaso 3,MQ3,cru,Pres_kPa,0.6443570668301407,0.28497701348516497
C24,dia 11 - Soja Saudavel Vaso 3,MQ3,corrigido,Pres_kPa,0.6349927430143485,0.27491661782615
C24,dia 11 - Soja Saudavel Vaso 3,MQ7,cru,Soil_indice_0_1,-0.5388388700952244,0.23609244736159007
C24,dia 11 - Soja Saudavel Vaso 3,MQ7,corrigido,Soil_indice_0_1,-0.5878067131887968,0.29658130273044625
C24,dia 11 - Soja Saudavel Vaso 3,MQ7,cru,Temp_C,0.9189165609003271,-0.011366112389199101
C24,dia 11 - Soja Saudavel Vaso 3,MQ7,corrigido,Temp_C,0.9818538020451357,0.055244755188358814
C24,dia 11 - Soja Saudavel Vaso 3,MQ7,cru,Pres_kPa,0.5722454366447914,0.3081162341899888
C24,dia 11 - Soja Saudavel Vaso 3,MQ7,corrigido,Pres_kPa,0.5542469681158154,0.7362412089607706
C24,dia 11 - Soja Saudavel Vaso 3,MQ8,cru,Soil_indice_0_1,-0.6453810688675857,-0.11953612596286634
C24,dia 11 - Soja Saudavel Vaso 3,MQ8,corrigido,Soil_indice_0_1,-0.6216511982950772,0.18787499546081282
C24,dia 11 - Soja Saudavel Vaso 3,MQ8,cru,Temp_C,0.980019056827032,0.004322539700817076
C24,dia 11 - Soja Saudavel Vaso 3,MQ8,corrigido,Temp_C,0.9945450561525225,0.13162023117254001
C24,dia 11 - Soja Saudavel Vaso 3,MQ8,cru,Pres_kPa,0.451140439278079,0.10295854390440438
C24,dia 11 - Soja Saudavel Vaso 3,MQ8,corrigido,Pres_kPa,0.5081741758145429,0.8141731644747445
C24,dia 11 - Soja Saudavel Vaso 3,MQ135,cru,Soil_indice_0_1,-0.5371954933629668,0.18109061007078187
C24,dia 11 - Soja Saudavel Vaso 3,MQ135,corrigido,Soil_indice_0_1,-0.5110760317836673,0.15954373487115214
C24,dia 11 - Soja Saudavel Vaso 3,MQ135,cru,Temp_C,0.8988750202014054,-0.013470835149158002
C24,dia 11 - Soja Saudavel Vaso 3,MQ135,corrigido,Temp_C,0.8504340569662757,-0.03528806900676734
C24,dia 11 - Soja Saudavel Vaso 3,MQ135,cru,Pres_kPa,0.5856477474883175,0.32063790718177276
C24,dia 11 - Soja Saudavel Vaso 3,MQ135,corrigido,Pres_kPa,0.6279461482293139,0.3676406217809505
C24,dia 11 - Soja Saudavel Vaso 3,MQ138,cru,Soil_indice_0_1,-0.4670758558221154,0.09924655080681859
C24,dia 11 - Soja Saudavel Vaso 3,MQ138,corrigido,Soil_indice_0_1,-0.4572225282164637,0.2917084870476391
C24,dia 11 - Soja Saudavel Vaso 3,MQ138,cru,Temp_C,0.7580976201090934,-0.019270848946769784
C24,dia 11 - Soja Saudavel Vaso 3,MQ138,corrigido,Temp_C,0.8497809542704958,0.01765972042555293
C24,dia 11 - Soja Saudavel Vaso 3,MQ138,cru,Pres_kPa,0.5730440256491742,0.215483768380097
C24,dia 11 - Soja Saudavel Vaso 3,MQ138,corrigido,Pres_kPa,0.6264606016354416,0.39080762929730123
C28,dia 13 - Soja Saudavel Vaso 1,MQ2,cru,Soil_indice_0_1,-0.12438590068264414,-0.004603582799694673
C28,dia 13 - Soja Saudavel Vaso 1,MQ2,corrigido,Soil_indice_0_1,-0.7633207337661129,-0.9162923757277435
C28,dia 13 - Soja Saudavel Vaso 1,MQ2,cru,Temp_C,0.6160000143234677,0.02696006448920106
C28,dia 13 - Soja Saudavel Vaso 1,MQ2,corrigido,Temp_C,0.6758245209622322,0.05767316312836547
C28,dia 13 - Soja Saudavel Vaso 1,MQ2,cru,Pres_kPa,0.2664213000849376,0.4656136585572413
C28,dia 13 - Soja Saudavel Vaso 1,MQ2,corrigido,Pres_kPa,-0.07930146554350521,0.1570940727747143
C28,dia 13 - Soja Saudavel Vaso 1,MQ3,cru,Soil_indice_0_1,-0.16142009557844472,0.030091778051693007
C28,dia 13 - Soja Saudavel Vaso 1,MQ3,corrigido,Soil_indice_0_1,-0.9106592590313973,-0.9629840042620136
C28,dia 13 - Soja Saudavel Vaso 1,MQ3,cru,Temp_C,0.9837506681921948,-0.053790431914870006
C28,dia 13 - Soja Saudavel Vaso 1,MQ3,corrigido,Temp_C,-0.12984711660162074,0.03084470975277717
C28,dia 13 - Soja Saudavel Vaso 1,MQ3,cru,Pres_kPa,-0.3487415210497331,0.18569814042738644
C28,dia 13 - Soja Saudavel Vaso 1,MQ3,corrigido,Pres_kPa,0.19128929838330175,0.07219913717403888
C28,dia 13 - Soja Saudavel Vaso 1,MQ7,cru,Soil_indice_0_1,-0.12183871388738594,0.0006848855651133705
C28,dia 13 - Soja Saudavel Vaso 1,MQ7,corrigido,Soil_indice_0_1,0.10242898174016823,0.5653673753767924
C28,dia 13 - Soja Saudavel Vaso 1,MQ7,cru,Temp_C,0.6136270643974976,0.023781127221547668
C28,dia 13 - Soja Saudavel Vaso 1,MQ7,corrigido,Temp_C,0.8385621754134125,0.013771170706714818
C28,dia 13 - Soja Saudavel Vaso 1,MQ7,cru,Pres_kPa,0.2700145415784494,0.4702037979419117
C28,dia 13 - Soja Saudavel Vaso 1,MQ7,corrigido,Pres_kPa,-0.010644186257444762,0.45514657242729517
C28,dia 13 - Soja Saudavel Vaso 1,MQ8,cru,Soil_indice_0_1,-0.0010326196496939714,-0.003971349121184722
C28,dia 13 - Soja Saudavel Vaso 1,MQ8,corrigido,Soil_indice_0_1,0.017763978499452777,0.2818466711503436
C28,dia 13 - Soja Saudavel Vaso 1,MQ8,cru,Temp_C,0.1140875723304063,0.01985317383725418
C28,dia 13 - Soja Saudavel Vaso 1,MQ8,corrigido,Temp_C,0.8080211166460205,0.0441423603042887
C28,dia 13 - Soja Saudavel Vaso 1,MQ8,cru,Pres_kPa,-0.5183712983124132,-0.14624027234428885
C28,dia 13 - Soja Saudavel Vaso 1,MQ8,corrigido,Pres_kPa,-0.407992717009384,0.1284396360172483
C28,dia 13 - Soja Saudavel Vaso 1,MQ135,cru,Soil_indice_0_1,-0.16986255498829933,-0.024018258652140554
C28,dia 13 - Soja Saudavel Vaso 1,MQ135,corrigido,Soil_indice_0_1,-0.7158643829764684,-0.9010348861353839
C28,dia 13 - Soja Saudavel Vaso 1,MQ135,cru,Temp_C,0.976571304618089,-0.03815488715093347
C28,dia 13 - Soja Saudavel Vaso 1,MQ135,corrigido,Temp_C,-0.4264187674800292,0.010690570609456664
C28,dia 13 - Soja Saudavel Vaso 1,MQ135,cru,Pres_kPa,-0.36588647205853075,0.10466154217632873
C28,dia 13 - Soja Saudavel Vaso 1,MQ135,corrigido,Pres_kPa,0.32100302946268694,0.06552689875846329
C28,dia 13 - Soja Saudavel Vaso 1,MQ138,cru,Soil_indice_0_1,-0.12519938054457466,-0.007211903082304882
C28,dia 13 - Soja Saudavel Vaso 1,MQ138,corrigido,Soil_indice_0_1,0.38859242213032347,0.8743735660996355
C28,dia 13 - Soja Saudavel Vaso 1,MQ138,cru,Temp_C,0.6138266877585821,0.021368836459263945
C28,dia 13 - Soja Saudavel Vaso 1,MQ138,corrigido,Temp_C,0.7892237289878647,-0.01597834820807552
C28,dia 13 - Soja Saudavel Vaso 1,MQ138,cru,Pres_kPa,0.2676217170356212,0.46337290817632043
C28,dia 13 - Soja Saudavel Vaso 1,MQ138,corrigido,Pres_kPa,-0.13529513888484299,0.2867484119511183
C29,dia 13 - Soja Saudavel Vaso 3,MQ2,cru,Soil_indice_0_1,-0.23992073819398851,-0.1394914938974687
C29,dia 13 - Soja Saudavel Vaso 3,MQ2,corrigido,Soil_indice_0_1,-0.5854050433168416,-0.8727224973476216
C29,dia 13 - Soja Saudavel Vaso 3,MQ2,cru,Temp_C,-0.370919473948194,0.025100731043177855
C29,dia 13 - Soja Saudavel Vaso 3,MQ2,corrigido,Temp_C,0.6993628561068974,0.052583632951204586
C29,dia 13 - Soja Saudavel Vaso 3,MQ2,cru,Pres_kPa,-0.16669829458218402,0.04530597185095863
C29,dia 13 - Soja Saudavel Vaso 3,MQ2,corrigido,Pres_kPa,0.17131510372563957,0.13896600519517993
C29,dia 13 - Soja Saudavel Vaso 3,MQ3,cru,Soil_indice_0_1,-0.0788716631520051,-0.1654055418240891
C29,dia 13 - Soja Saudavel Vaso 3,MQ3,corrigido,Soil_indice_0_1,-0.4063505934312208,-0.8586849579349243
C29,dia 13 - Soja Saudavel Vaso 3,MQ3,cru,Temp_C,-0.9407062442479599,-0.028625677897507626
C29,dia 13 - Soja Saudavel Vaso 3,MQ3,corrigido,Temp_C,-0.899788479964522,-0.002749205434540145
C29,dia 13 - Soja Saudavel Vaso 3,MQ3,cru,Pres_kPa,-0.15330628385963593,-0.10275651112761525
C29,dia 13 - Soja Saudavel Vaso 3,MQ3,corrigido,Pres_kPa,-0.17284587442701665,-0.07794498534327274
C29,dia 13 - Soja Saudavel Vaso 3,MQ7,cru,Soil_indice_0_1,-0.24722162643744117,-0.14853226773250544
C29,dia 13 - Soja Saudavel Vaso 3,MQ7,corrigido,Soil_indice_0_1,0.19960775178197054,0.36250435127484865
C29,dia 13 - Soja Saudavel Vaso 3,MQ7,cru,Temp_C,-0.37198641828272816,0.024347563135700516
C29,dia 13 - Soja Saudavel Vaso 3,MQ7,corrigido,Temp_C,0.87779189449694,0.032770953131384034
C29,dia 13 - Soja Saudavel Vaso 3,MQ7,cru,Pres_kPa,-0.17470272623575714,0.03546830182734355
C29,dia 13 - Soja Saudavel Vaso 3,MQ7,corrigido,Pres_kPa,0.24958634383639985,0.28295723524766536
C29,dia 13 - Soja Saudavel Vaso 3,MQ8,cru,Soil_indice_0_1,0.05361551566600054,-0.010159356688709641
C29,dia 13 - Soja Saudavel Vaso 3,MQ8,corrigido,Soil_indice_0_1,0.09929457580149519,0.5637064562742887
C29,dia 13 - Soja Saudavel Vaso 3,MQ8,cru,Temp_C,0.9987780684551913,-0.01344933690153365
C29,dia 13 - Soja Saudavel Vaso 3,MQ8,corrigido,Temp_C,0.9966732931713782,0.1283846835586413
C29,dia 13 - Soja Saudavel Vaso 3,MQ8,cru,Pres_kPa,0.16417668492854276,0.0363156447211307
C29,dia 13 - Soja Saudavel Vaso 3,MQ8,corrigido,Pres_kPa,0.20489631167159889,0.5467672544240757
C29,dia 13 - Soja Saudavel Vaso 3,MQ135,cru,Soil_indice_0_1,-0.06854320521831314,-0.1147230547276945
C29,dia 13 - Soja Saudavel Vaso 3,MQ135,corrigido,Soil_indice_0_1,-0.2135629881121476,-0.690539325276942
C29,dia 13 - Soja Saudavel Vaso 3,MQ135,cru,Temp_C,-0.9375052968135198,-0.04506788607868411
C29,dia 13 - Soja Saudavel Vaso 3,MQ135,corrigido,Temp_C,-0.9685563337982882,-0.02662849697677669
C29,dia 13 - Soja Saudavel Vaso 3,MQ135,cru,Pres_kPa,-0.15985646239322318,-0.10366229946046118
C29,dia 13 - Soja Saudavel Vaso 3,MQ135,corrigido,Pres_kPa,-0.14682929196683456,0.02201589878298395
C29,dia 13 - Soja Saudavel Vaso 3,MQ138,cru,Soil_indice_0_1,-0.2484902255778989,-0.15016593819699559
C29,dia 13 - Soja Saudavel Vaso 3,MQ138,corrigido,Soil_indice_0_1,0.378417325666958,0.7831796383173304
C29,dia 13 - Soja Saudavel Vaso 3,MQ138,cru,Temp_C,-0.368911545949367,0.027139374425860344
C29,dia 13 - Soja Saudavel Vaso 3,MQ138,corrigido,Temp_C,0.9085446482840064,0.019765974270545703
C29,dia 13 - Soja Saudavel Vaso 3,MQ138,cru,Pres_kPa,-0.16946407564026902,0.041463528648948256
C29,dia 13 - Soja Saudavel Vaso 3,MQ138,corrigido,Pres_kPa,0.29808035395077087,0.3333266374807815
C30,dia 13 - Soja Saudavel Vaso 4,MQ2,cru,Soil_indice_0_1,0.2226646443696484,0.22371682452673006
C30,dia 13 - Soja Saudavel Vaso 4,MQ2,corrigido,Soil_indice_0_1,0.09249355407762898,-0.35770354175266106
C30,dia 13 - Soja Saudavel Vaso 4,MQ2,cru,Temp_C,0.9522405665043282,0.01741427583048459
C30,dia 13 - Soja Saudavel Vaso 4,MQ2,corrigido,Temp_C,0.9740328376116023,0.05851665650278163
C30,dia 13 - Soja Saudavel Vaso 4,MQ2,cru,Pres_kPa,0.5066920662497693,0.19220518677128828
C30,dia 13 - Soja Saudavel Vaso 4,MQ2,corrigido,Pres_kPa,0.5845037585036994,0.5713413552494327
C30,dia 13 - Soja Saudavel Vaso 4,MQ3,cru,Soil_indice_0_1,0.11708142041442333,-0.08311075356064304
C30,dia 13 - Soja Saudavel Vaso 4,MQ3,corrigido,Soil_indice_0_1,-0.709351855687731,-0.7433595018143907
C30,dia 13 - Soja Saudavel Vaso 4,MQ3,cru,Temp_C,0.9223265960356527,-0.02647366856820664
C30,dia 13 - Soja Saudavel Vaso 4,MQ3,corrigido,Temp_C,0.16719853120166306,-0.05935700568501625
C30,dia 13 - Soja Saudavel Vaso 4,MQ3,cru,Pres_kPa,0.47454881416023403,0.11243423359166792
C30,dia 13 - Soja Saudavel Vaso 4,MQ3,corrigido,Pres_kPa,-0.02623038939223659,-0.02755204902971732
C30,dia 13 - Soja Saudavel Vaso 4,MQ7,cru,Soil_indice_0_1,0.223065158123309,0.22236338783807488
C30,dia 13 - Soja Saudavel Vaso 4,MQ7,corrigido,Soil_indice_0_1,0.22719127461991534,0.26030467919289485
C30,dia 13 - Soja Saudavel Vaso 4,MQ7,cru,Temp_C,0.9515401514045789,0.02057060866502753
C30,dia 13 - Soja Saudavel Vaso 4,MQ7,corrigido,Temp_C,0.9740946515009493,0.08046965926805628
