C,Coleta,sensor,tipo_sinal,ambiente,spearman,spearman_parcial_controlando_tempo
C24,dia 11 - Soja Saudavel Vaso 3,MQ2,corrigido,Pres_kPa,0.5568104407562712,0.5212441369916593
C24,dia 11 - Soja Saudavel Vaso 3,MQ3,cru,Soil_indice_0_1,-0.34068430356196383,0.2374371762722103
C24,dia 11 - Soja Saudavel Vaso 3,MQ3,corrigido,Soil_indice_0_1,-0.35576677380093147,0.03125523736185032
C24,dia 11 - Soja Saudavel Vaso 3,MQ3,cru,Temp_C,0.6279855021898465,-0.01920340225319955
C24,dia 11 - Soja Saudavel Vaso 3,MQ3,corrigido,Temp_C,0.49657238661119574,-0.04659454233132077
C24,dia 11 - Soja Saudavel Vaso 3,MQ3,cru,Pres_kPa,0.6443570668301407,0.28497701348516497
C24,dia 11 - Soja Saudavel Vaso 3,MQ3,corrigido,Pres_kPa,0.6356810652921582,0.27672653461358
C24,dia 11 - Soja Saudavel Vaso 3,MQ7,cru,Soil_indice_0_1,-0.5388388700952244,0.23609244736159007
C24,dia 11 - Soja Saudavel Vaso 3,MQ7,corrigido,Soil_indice_0_1,-0.5889893600806331,0.3025432412017912
C24,dia 11 - Soja Saudavel Vaso 3,MQ7,cru,Temp_C,0.9189165609003271,-0.011366112389199101
C24,dia 11 - Soja Saudavel Vaso 3,MQ7,corrigido,Temp_C,0.9830751152785757,0.05920511428734525
C24,dia 11 - Soja Saudavel Vaso 3,MQ7,cru,Pres_kPa,0.5722454366447914,0.3081162341899888
C24,dia 11 - Soja Saudavel Vaso 3,MQ7,corrigido,Pres_kPa,0.5491932608386557,0.7283576060979141
C24,dia 11 - Soja Saudavel Vaso 3,MQ8,cru,Soil_indice_0_1,-0.6453810688675857,-0.11953612596286634
C24,dia 11 - Soja Saudavel Vaso 3,MQ8,corrigido,Soil_indice_0_1,-0.621976430035829,0.1888601841937609
C24,dia 11 - Soja Saudavel Vaso 3,MQ8,cru,Temp_C,0.980019056827032,0.004322539700817076
C24,dia 11 - Soja Saudavel Vaso 3,MQ8,corrigido,Temp_C,0.9947406441004264,0.13382112986319097
C24,dia 11 - Soja Saudavel Vaso 3,MQ8,cru,Pres_kPa,0.451140439278079,0.10295854390440438
C24,dia 11 - Soja Saudavel Vaso 3,MQ8,corrigido,Pres_kPa,0.5068837871063601,0.8113557637699903
C24,dia 11 - Soja Saudavel Vaso 3,MQ135,cru,Soil_indice_0_1,-0.5371954933629668,0.18109061007078187
C24,dia 11 - Soja Saudavel Vaso 3,MQ135,corrigido,Soil_indice_0_1,-0.5113606343861306,0.1587078553671774
C24,dia 11 - Soja Saudavel Vaso 3,MQ135,cru,Temp_C,0.8988750202014054,-0.013470835149158002
C24,dia 11 - Soja Saudavel Vaso 3,MQ135,corrigido,Temp_C,0.8504591351336012,-0.03535580799542857
C24,dia 11 - Soja Saudavel Vaso 3,MQ135,cru,Pres_kPa,0.5856477474883175,0.32063790718177276
C24,dia 11 - Soja Saudavel Vaso 3,MQ135,corrigido,Pres_kPa,0.6255150060402062,0.36085626349441546
C24,dia 11 - Soja Saudavel Vaso 3,MQ138,cru,Soil_indice_0_1,-0.4670758558221154,0.09924655080681859
C24,dia 11 - Soja Saudavel Vaso 3,MQ138,corrigido,Soil_indice_0_1,-0.4578914623624937,0.2908472251289962
C24,dia 11 - Soja Saudavel Vaso 3,MQ138,cru,Temp_C,0.7580976201090934,-0.019270848946769784
C24,dia 11 - Soja Saudavel Vaso 3,MQ138,corrigido,Temp_C,0.8502039894253098,0.018123668183296433
C24,dia 11 - Soja Saudavel Vaso 3,MQ138,cru,Pres_kPa,0.5730440256491742,0.215483768380097
C24,dia 11 - Soja Saudavel Vaso 3,MQ138,corrigido,Pres_kPa,0.6248941030494772,0.38696818447333126
C28,dia 13 - Soja Saudavel Vaso 1,MQ2,cru,Soil_indice_0_1,-0.12438590068264414,-0.004603582799694673
C28,dia 13 - Soja Saudavel Vaso 1,MQ2,corrigido,Soil_indice_0_1,-0.759232677808772,-0.9154122212200037
C28,dia 13 - Soja Saudavel Vaso 1,MQ2,cru,Temp_C,0.6160000143234677,0.02696006448920106
C28,dia 13 - Soja Saudavel Vaso 1,MQ2,corrigido,Temp_C,0.6813514093695086,0.058018606994064505
C28,dia 13 - Soja Saudavel Vaso 1,MQ2,cru,Pres_kPa,0.2664213000849376,0.4656136585572413
C28,dia 13 - Soja Saudavel Vaso 1,MQ2,corrigido,Pres_kPa,-0.08260414414816195,0.15774541848320706
C28,dia 13 - Soja Saudavel Vaso 1,MQ3,cru,Soil_indice_0_1,-0.16142009557844472,0.030091778051693007
C28,dia 13 - Soja Saudavel Vaso 1,MQ3,corrigido,Soil_indice_0_1,-0.906701618109086,-0.9617838587406629
C28,dia 13 - Soja Saudavel Vaso 1,MQ3,cru,Temp_C,0.9837506681921948,-0.053790431914870006
C28,dia 13 - Soja Saudavel Vaso 1,MQ3,corrigido,Temp_C,-0.1385847824663516,0.030233746272654745
C28,dia 13 - Soja Saudavel Vaso 1,MQ3,cru,Pres_kPa,-0.3487415210497331,0.18569814042738644
C28,dia 13 - Soja Saudavel Vaso 1,MQ3,corrigido,Pres_kPa,0.19687064967570198,0.07420063715285857
C28,dia 13 - Soja Saudavel Vaso 1,MQ7,cru,Soil_indice_0_1,-0.12183871388738594,0.0006848855651133705
C28,dia 13 - Soja Saudavel Vaso 1,MQ7,corrigido,Soil_indice_0_1,0.10324184547574312,0.5714169720485895
C28,dia 13 - Soja Saudavel Vaso 1,MQ7,cru,Temp_C,0.6136270643974976,0.023781127221547668
C28,dia 13 - Soja Saudavel Vaso 1,MQ7,corrigido,Temp_C,0.8427234663915841,0.013677809944318536
C28,dia 13 - Soja Saudavel Vaso 1,MQ7,cru,Pres_kPa,0.2700145415784494,0.4702037979419117
C28,dia 13 - Soja Saudavel Vaso 1,MQ7,corrigido,Pres_kPa,-0.021254790132484592,0.443728218819548
C28,dia 13 - Soja Saudavel Vaso 1,MQ8,cru,Soil_indice_0_1,-0.0010326196496939714,-0.003971349121184722
C28,dia 13 - Soja Saudavel Vaso 1,MQ8,corrigido,Soil_indice_0_1,0.017121049544367387,0.28176316410734803
C28,dia 13 - Soja Saudavel Vaso 1,MQ8,cru,Temp_C,0.1140875723304063,0.01985317383725418
C28,dia 13 - Soja Saudavel Vaso 1,MQ8,corrigido,Temp_C,0.8094032470354771,0.044602234336433205
C28,dia 13 - Soja Saudavel Vaso 1,MQ8,cru,Pres_kPa,-0.5183712983124132,-0.14624027234428885
C28,dia 13 - Soja Saudavel Vaso 1,MQ8,corrigido,Pres_kPa,-0.40868902300286486,0.12551563936037138
C28,dia 13 - Soja Saudavel Vaso 1,MQ135,cru,Soil_indice_0_1,-0.16986255498829933,-0.024018258652140554
C28,dia 13 - Soja Saudavel Vaso 1,MQ135,corrigido,Soil_indice_0_1,-0.7173326214327154,-0.9020905929622377
C28,dia 13 - Soja Saudavel Vaso 1,MQ135,cru,Temp_C,0.976571304618089,-0.03815488715093347
C28,dia 13 - Soja Saudavel Vaso 1,MQ135,corrigido,Temp_C,-0.42746284653037936,0.010950422000426398
C28,dia 13 - Soja Saudavel Vaso 1,MQ135,cru,Pres_kPa,-0.36588647205853075,0.10466154217632873
C28,dia 13 - Soja Saudavel Vaso 1,MQ135,corrigido,Pres_kPa,0.3101465575937826,0.05385400025392807
C28,dia 13 - Soja Saudavel Vaso 1,MQ138,cru,Soil_indice_0_1,-0.12519938054457466,-0.007211903082304882
C28,dia 13 - Soja Saudavel Vaso 1,MQ138,corrigido,Soil_indice_0_1,0.3814009720246983,0.8746029557761764
C28,dia 13 - Soja Saudavel Vaso 1,MQ138,cru,Temp_C,0.6138266877585821,0.021368836459263945
C28,dia 13 - Soja Saudavel Vaso 1,MQ138,corrigido,Temp_C,0.7953020068944225,-0.015740631011144292
C28,dia 13 - Soja Saudavel Vaso 1,MQ138,cru,Pres_kPa,0.2676217170356212,0.46337290817632043
C28,dia 13 - Soja Saudavel Vaso 1,MQ138,corrigido,Pres_kPa,-0.14249830318658593,0.2843031309555684
C29,dia 13 - Soja Saudavel Vaso 3,MQ2,cru,Soil_indice_0_1,-0.23992073819398851,-0.1394914938974687
C29,dia 13 - Soja Saudavel Vaso 3,MQ2,corrigido,Soil_indice_0_1,-0.5777966926072351,-0.8705092996270397
C29,dia 13 - Soja Saudavel Vaso 3,MQ2,cru,Temp_C,-0.370919473948194,0.025100731043177855
C29,dia 13 - Soja Saudavel Vaso 3,MQ2,corrigido,Temp_C,0.705859894118404,0.05229955726963899
C29,dia 13 - Soja Saudavel Vaso 3,MQ2,cru,Pres_kPa,-0.16669829458218402,0.04530597185095863
C29,dia 13 - Soja Saudavel Vaso 3,MQ2,corrigido,Pres_kPa,0.17316627315747754,0.1402717430229601
C29,dia 13 - Soja Saudavel Vaso 3,MQ3,cru,Soil_indice_0_1,-0.0788716631520051,-0.1654055418240891
C29,dia 13 - Soja Saudavel Vaso 3,MQ3,corrigido,Soil_indice_0_1,-0.4035952860682774,-0.8579240236306017
C29,dia 13 - Soja Saudavel Vaso 3,MQ3,cru,Temp_C,-0.9407062442479599,-0.028625677897507626
C29,dia 13 - Soja Saudavel Vaso 3,MQ3,corrigido,Temp_C,-0.9012593181539846,-0.003112309100494937
C29,dia 13 - Soja Saudavel Vaso 3,MQ3,cru,Pres_kPa,-0.15330628385963593,-0.10275651112761525
C29,dia 13 - Soja Saudavel Vaso 3,MQ3,corrigido,Pres_kPa,-0.17183647661370927,-0.07536636881825845
C29,dia 13 - Soja Saudavel Vaso 3,MQ7,cru,Soil_indice_0_1,-0.24722162643744117,-0.14853226773250544
C29,dia 13 - Soja Saudavel Vaso 3,MQ7,corrigido,Soil_indice_0_1,0.20008182391920418,0.3676451206390138
C29,dia 13 - Soja Saudavel Vaso 3,MQ7,cru,Temp_C,-0.37198641828272816,0.024347563135700516
C29,dia 13 - Soja Saudavel Vaso 3,MQ7,corrigido,Temp_C,0.8817506469303014,0.0331610554355597
C29,dia 13 - Soja Saudavel Vaso 3,MQ7,cru,Pres_kPa,-0.17470272623575714,0.03546830182734355
C29,dia 13 - Soja Saudavel Vaso 3,MQ7,corrigido,Pres_kPa,0.2463081076605817,0.27700384425331914
C29,dia 13 - Soja Saudavel Vaso 3,MQ8,cru,Soil_indice_0_1,0.05361551566600054,-0.010159356688709641
C29,dia 13 - Soja Saudavel Vaso 3,MQ8,corrigido,Soil_indice_0_1,0.09909494516782384,0.5673441030639259
C29,dia 13 - Soja Saudavel Vaso 3,MQ8,cru,Temp_C,0.9987780684551913,-0.01344933690153365
C29,dia 13 - Soja Saudavel Vaso 3,MQ8,corrigido,Temp_C,0.9967436877805936,0.12971685774667052
C29,dia 13 - Soja Saudavel Vaso 3,MQ8,cru,Pres_kPa,0.16417668492854276,0.0363156447211307
C29,dia 13 - Soja Saudavel Vaso 3,MQ8,corrigido,Pres_kPa,0.20397525453572524,0.5405813601826689
C29,dia 13 - Soja Saudavel Vaso 3,MQ135,cru,Soil_indice_0_1,-0.06854320521831314,-0.1147230547276945
C29,dia 13 - Soja Saudavel Vaso 3,MQ135,corrigido,Soil_indice_0_1,-0.21369634605777446,-0.6911092867771094
C29,dia 13 - Soja Saudavel Vaso 3,MQ135,cru,Temp_C,-0.9375052968135198,-0.04506788607868411
C29,dia 13 - Soja Saudavel Vaso 3,MQ135,corrigido,Temp_C,-0.9685901615876393,-0.027033776205420804
C29,dia 13 - Soja Saudavel Vaso 3,MQ135,cru,Pres_kPa,-0.15985646239322318,-0.10366229946046118
C29,dia 13 - Soja Saudavel Vaso 3,MQ135,corrigido,Pres_kPa,-0.1492692191849922,0.011864919298181049
C29,dia 13 - Soja Saudavel Vaso 3,MQ138,cru,Soil_indice_0_1,-0.2484902255778989,-0.15016593819699559
C29,dia 13 - Soja Saudavel Vaso 3,MQ138,corrigido,Soil_indice_0_1,0.37469113744255583,0.7830807955456018
C29,dia 13 - Soja Saudavel Vaso 3,MQ138,cru,Temp_C,-0.368911545949367,0.027139374425860344
C29,dia 13 - Soja Saudavel Vaso 3,MQ138,corrigido,Temp_C,0.9106667570584781,0.02101043982250799
C29,dia 13 - Soja Saudavel Vaso 3,MQ138,cru,Pres_kPa,-0.16946407564026902,0.041463528648948256
C29,dia 13 - Soja Saudavel Vaso 3,MQ138,corrigido,Pres_kPa,0.2943219783771855,0.32778055509751697
C30,dia 13 - Soja Saudavel Vaso 4,MQ2,cru,Soil_indice_0_1,0.2226646443696484,0.22371682452673006
C30,dia 13 - Soja Saudavel Vaso 4,MQ2,corrigido,Soil_indice_0_1,0.09377983941334586,-0.35479023570885876
C30,dia 13 - Soja Saudavel Vaso 4,MQ2,cru,Temp_C,0.9522405665043282,0.01741427583048459
C30,dia 13 - Soja Saudavel Vaso 4,MQ2,corrigido,Temp_C,0.9744691264562004,0.059777194711560865
C30,dia 13 - Soja Saudavel Vaso 4,MQ2,cru,Pres_kPa,0.5066920662497693,0.19220518677128828
C30,dia 13 - Soja Saudavel Vaso 4,MQ2,corrigido,Pres_kPa,0.5839262279241056,0.572141555802469
C30,dia 13 - Soja Saudavel Vaso 4,MQ3,cru,Soil_indice_0_1,0.11708142041442333,-0.08311075356064304
C30,dia 13 - Soja Saudavel Vaso 4,MQ3,corrigido,Soil_indice_0_1,-0.7110392264352653,-0.7431839165766057
C30,dia 13 - Soja Saudavel Vaso 4,MQ3,cru,Temp_C,0.9223265960356527,-0.02647366856820664
C30,dia 13 - Soja Saudavel Vaso 4,MQ3,corrigido,Temp_C,0.1608450863888738,-0.06011333766533324
C30,dia 13 - Soja Saudavel Vaso 4,MQ3,cru,Pres_kPa,0.47454881416023403,0.11243423359166792
C30,dia 13 - Soja Saudavel Vaso 4,MQ3,corrigido,Pres_kPa,-0.023983218031848438,-0.020287041707834144
C30,dia 13 - Soja Saudavel Vaso 4,MQ7,cru,Soil_indice_0_1,0.223065158123309,0.22236338783807488
C30,dia 13 - Soja Saudavel Vaso 4,MQ7,corrigido,Soil_indice_0_1,0.22650300903658066,0.2598074097821303
C30,dia 13 - Soja Saudavel Vaso 4,MQ7,cru,Temp_C,0.9515401514045789,0.02057060866502753
C30,dia 13 - Soja Saudavel Vaso 4,MQ7,corrigido,Temp_C,0.9746597499027129,0.08133477996884265
