Coleta,Dia,Vaso,Tempo,Soil,Temp.,Pres.,MQ2,MQ3,MQ7,MQ8,MQ135,MQ138,Classe
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,145.85,2790.0,33.0,93.7,16092,11657,7301,3692,10387,7303,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,146.1,2815.0,33.0,93.7,16095,11658,7255,3701,10391,7303,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,146.35,2812.0,33.0,93.7,16096,11655,7303,3688,10384,7305,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,146.72,2806.0,33.0,93.7,16084,11669,7253,3777,10399,7299,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,147.0,2785.0,33.0,93.69,16086,11645,7298,3774,10379,7300,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,147.29,2796.0,33.0,93.7,16078,11664,7296,3750,10390,7301,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,147.61,2780.0,33.0,93.7,16092,11650,7300,3783,10342,7307,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,147.91,2798.0,33.0,93.7,16093,11671,7301,3761,10405,7295,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,148.22,2785.0,33.0,93.7,16096,11673,7304,3704,10422,7276,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,148.49,2786.0,33.0,93.7,16117,11674,7313,3720,10397,7314,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,148.76,2773.0,33.0,93.7,16115,11601,7314,3694,10398,7316,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,149.02,2786.0,33.0,93.71,16121,11678,7314,3726,10400,7316,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,149.29,2793.0,33.0,93.71,16123,11672,7269,3706,10399,7317,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,149.55,2814.0,33.0,93.71,16128,11687,7316,3719,10405,7319,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,149.81,2780.0,33.0,93.7,16124,11687,7319,3722,10400,7320,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,150.06,2831.0,33.0,93.69,16111,11657,7311,3762,10387,7269,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,150.37,2793.0,33.0,93.7,16117,11689,7307,3768,10410,7270,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,150.68,2802.0,33.0,93.7,16116,11657,7314,3774,10392,7268,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,150.97,2772.0,33.0,93.7,16118,11685,7314,3760,10405,7316,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,151.26,2762.0,33.0,93.7,16118,11674,7316,3777,10406,7317,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,151.55,2782.0,33.0,93.7,16140,11668,7325,3743,10406,7326,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,151.81,2789.0,33.0,93.7,16141,11676,7327,3737,10406,7284,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,152.07,2785.0,33.0,93.71,16140,11682,7326,3721,10409,7327,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,152.33,2792.0,33.0,93.7,16140,11685,7327,3718,10352,7328,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,152.58,2791.0,33.0,93.7,16143,11700,7329,3715,10406,7329,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,152.83,2790.0,33.0,93.7,16145,11694,7329,3724,10356,7331,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,153.09,2799.0,33.0,93.7,16143,11683,7323,3754,10404,7324,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,153.36,2773.0,33.0,93.7,9888,17309,132,3103,19523,4793,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,153.67,2799.0,33.0,93.7,13774,17309,7325,8855,19524,7324,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,153.93,2806.0,33.0,93.71,9952,17307,133,3015,19525,7324,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,154.23,2760.0,33.1,93.7,9955,17309,132,3020,19525,7325,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,154.54,2788.0,33.0,93.7,9958,17311,132,3021,19530,7334,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,154.8,2790.0,33.1,93.71,9907,17335,133,3022,19552,7335,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,155.06,2805.0,33.1,93.71,9973,17330,132,3025,19551,7335,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,155.33,2799.0,33.1,93.7,9977,17338,132,3026,19553,7335,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,155.59,2809.0,33.1,93.71,9949,17334,134,3029,19550,7337,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,155.86,2798.0,33.1,93.7,9978,17334,134,3029,19555,7339,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,156.12,2755.0,33.1,93.71,9974,17237,133,3029,19532,7332,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,156.41,2828.0,33.1,93.7,9976,17321,133,3026,19533,7306,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,156.72,2830.0,33.1,93.71,9978,17323,133,3026,19533,7306,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,157.0,2781.0,33.1,93.71,9981,17323,134,3027,19534,7333,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,157.29,2790.0,33.1,93.71,9982,17323,133,3028,19535,7333,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,157.59,2798.0,33.1,93.71,9996,17344,133,3021,19556,7342,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,157.85,2784.0,33.1,93.71,9997,17345,133,3028,19433,7343,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,158.11,2760.0,33.1,93.71,9998,17340,133,3026,19551,7342,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,158.37,2791.0,33.1,93.71,9999,17341,133,3028,19433,7342,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,158.62,2782.0,33.1,93.7,10001,17340,133,3029,19552,7342,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,158.87,2795.0,33.1,93.7,10002,17341,133,3030,19552,7310,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,159.13,2760.0,33.1,93.71,9995,17347,132,3029,19535,7335,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,159.42,2807.0,33.1,93.7,9997,17328,133,3024,19535,7335,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,159.73,2781.0,33.1,93.7,9999,17329,133,3022,19536,7336,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,159.99,2832.0,33.1,93.71,10002,17330,132,3029,19539,7337,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,160.3,2792.0,33.1,93.7,10004,17332,133,3028,19538,7335,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,160.62,2798.0,33.1,93.71,10004,17344,133,3030,19564,7302,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,160.88,2787.0,33.1,93.7,10021,17355,133,3030,19565,7348,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,161.14,2783.0,33.1,93.7,10022,17354,133,3031,19446,7349,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,161.41,2809.0,33.1,93.7,10024,17355,133,3031,19561,7349,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,161.67,2801.0,33.1,93.71,10027,17360,132,3031,19566,7350,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,161.92,2781.0,33.1,93.7,10029,17331,133,3033,19567,7352,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,162.18,2784.0,33.1,93.71,10023,17343,133,3036,19566,7346,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,162.46,2794.0,33.1,93.71,10024,17345,134,3034,19430,7345,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,162.78,2785.0,33.1,93.71,9961,17346,133,3032,19551,7345,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,163.05,2791.0,33.1,93.7,10028,17348,134,3033,19553,7346,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,163.35,2789.0,33.1,93.71,10032,17348,134,3033,19552,7347,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,163.66,2820.0,33.1,93.7,10033,17350,134,3032,19575,7354,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,163.93,2800.0,33.1,93.71,10048,17372,134,3034,19578,7357,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,164.19,2790.0,33.1,93.7,10049,17375,134,3034,19581,7358,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,164.45,2778.0,33.1,93.71,10053,17375,134,3027,19581,7360,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,164.72,2775.0,33.1,93.71,10054,17373,134,3033,19552,7314,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,164.99,2782.0,33.1,93.7,10058,17381,134,3033,19580,7360,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,165.25,2825.0,33.1,93.71,10060,17374,134,3035,19586,7362,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,165.51,2803.0,33.1,93.71,10062,17381,134,3036,19583,7362,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,165.78,2739.0,33.1,93.71,10053,17363,133,3031,19565,7354,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,166.18,2778.0,33.1,93.71,10056,17363,133,3031,19567,7357,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,166.48,2800.0,33.1,93.71,10057,17367,132,3032,19567,7357,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,166.78,2759.0,33.2,93.71,9994,17366,134,3034,19570,7358,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,167.09,2797.0,33.1,93.71,9997,17367,134,3034,19568,7359,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,167.39,2817.0,33.1,93.7,10078,17281,134,3036,19594,7368,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,167.65,2783.0,33.1,93.71,10080,17401,135,3042,19615,7377,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,167.91,2790.0,33.1,93.7,10013,17388,134,3039,19591,7368,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,168.16,2777.0,33.2,93.71,10080,17387,135,3040,19592,7369,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,168.42,2812.0,33.1,93.71,10017,17390,134,3041,19593,7370,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,168.67,2777.0,33.2,93.7,10083,17391,133,3040,19594,7370,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,168.93,2787.0,33.2,93.71,10011,17377,135,3040,19577,7364,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,169.23,2851.0,33.2,93.7,10078,17270,134,3039,19579,7366,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,169.53,2825.0,33.2,93.71,10079,17379,134,3037,19459,7366,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,169.81,2792.0,33.2,93.7,10082,17379,134,3039,19579,7367,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,170.12,2799.0,33.2,93.7,10083,17380,134,3037,19581,7367,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,170.44,2791.0,33.2,93.71,10099,17405,134,3037,19605,7330,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,170.7,2830.0,33.2,93.71,10100,17413,134,3039,19626,7385,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,170.98,2797.0,33.2,93.71,10099,17294,135,3037,19607,7379,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,171.25,2784.0,33.2,93.7,10061,17402,134,3036,19551,7357,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,171.51,2795.0,33.2,93.7,10103,17401,134,3038,19609,7378,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,171.77,2790.0,33.2,93.7,10107,17402,134,3041,19603,7371,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,172.03,2795.0,33.2,93.7,10108,17411,135,3042,19611,7381,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,172.32,2790.0,33.2,93.7,10098,17392,134,3042,19590,7374,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,172.62,2779.0,33.2,93.71,10038,17391,135,3040,19592,7375,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,172.91,2786.0,33.2,93.71,10103,17287,134,3042,19594,7376,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,173.22,2788.0,33.2,93.7,10105,17282,135,3041,19594,7377,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,173.52,2821.0,33.2,93.7,10107,17397,135,3042,19469,7378,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,173.78,2788.0,33.2,93.71,10120,17417,134,3042,19618,7387,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,174.04,2793.0,33.2,93.71,10121,17303,135,3044,19615,7387,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,174.29,2824.0,33.2,93.71,10123,17416,135,3045,19616,7387,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,174.55,2839.0,33.2,93.7,10124,17416,135,3046,19532,7388,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,174.81,2794.0,33.2,93.71,10125,17418,134,3047,19617,7388,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,175.06,2776.0,33.2,93.71,10122,17304,134,3048,19602,7382,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,175.36,2794.0,33.2,93.71,10119,17402,135,3046,19603,7336,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,175.68,2794.0,33.2,93.7,10079,17407,134,3045,19603,7384,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,175.99,2790.0,33.2,93.7,10124,17295,134,3043,19604,7384,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,176.28,2782.0,33.2,93.7,10125,17408,134,3043,19605,7338,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,176.71,2801.0,33.2,93.7,10139,17322,135,3043,19629,7396,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,176.97,2765.0,33.2,93.71,10142,17429,135,3052,19631,7399,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,177.25,2802.0,33.2,93.7,10141,17430,134,3047,19632,7397,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,177.51,2805.0,33.2,93.71,10145,17422,135,3049,19630,7398,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,177.77,2794.0,33.2,93.71,10143,17405,135,3050,19633,7398,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,178.04,2794.0,33.2,93.71,10146,17320,135,3052,19631,7398,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,178.29,2799.0,33.2,93.71,10137,17415,135,3050,19611,7392,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,178.6,2783.0,33.2,93.71,10139,17415,136,3050,19612,7392,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,178.9,2799.0,33.2,93.7,10125,17417,135,3051,19614,7397,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,179.19,2783.0,33.2,93.7,10141,17416,135,3048,19615,7392,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,179.5,2785.0,33.2,93.7,10143,17419,136,3049,19615,7394,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,179.8,2798.0,33.2,93.71,10104,17440,135,3052,19640,7404,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,180.05,2776.0,33.2,93.71,10158,17441,135,3051,19644,7404,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,180.31,2798.0,33.2,93.71,10158,17438,136,3050,19638,7403,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,180.57,2800.0,33.3,93.7,10159,17439,135,3055,19638,7404,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,180.82,2794.0,33.3,93.7,10161,17439,135,3051,19638,7405,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,181.08,2794.0,33.3,93.71,10161,17440,136,3055,19640,7406,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,181.33,2806.0,33.3,93.7,10154,17425,135,3058,19625,7408,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,181.62,2790.0,33.3,93.7,10154,17313,136,3056,19624,7400,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,181.94,2801.0,33.3,93.7,10130,17429,135,3055,19624,7400,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,182.2,2773.0,33.3,93.71,10157,17427,135,3057,19626,7400,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,182.48,2809.0,33.3,93.7,10159,17428,135,3056,19627,7401,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,182.8,2780.0,33.3,93.7,10159,17430,136,3055,19647,7410,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,183.06,2820.0,33.3,93.71,10173,17344,136,3056,19650,7410,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,183.33,2787.0,33.3,93.71,10175,17424,135,3058,19652,7412,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,183.59,2792.0,33.3,93.7,10175,17449,134,3057,19653,7411,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,183.85,2790.0,33.3,93.71,10176,17453,135,3055,19653,7414,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,184.13,2798.0,33.3,93.7,10179,17454,135,3057,19654,7412,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,184.39,2803.0,33.3,93.71,10178,17365,135,3060,19653,7414,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,184.65,2805.0,33.3,93.71,10181,17456,135,3062,19655,7414,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,184.92,2788.0,33.3,93.7,10171,17436,135,3053,19632,7407,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,185.22,2801.0,33.3,93.7,10171,17438,135,3059,19633,7407,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,185.54,2767.0,33.3,93.71,10172,17438,135,3057,19646,7414,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,185.83,2768.0,33.3,93.71,10145,17440,135,3059,19635,7408,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,186.16,2808.0,33.3,93.71,10175,17438,135,3058,19636,7408,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,186.43,2792.0,33.3,93.71,10188,17460,135,3060,19537,7418,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,186.69,2788.0,33.3,93.71,10187,17456,135,3064,19655,7416,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,186.94,2790.0,33.3,93.71,10188,17371,136,3064,19660,7417,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,187.19,2802.0,33.3,93.7,10189,17452,136,3063,19660,7417,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,187.45,2795.0,33.3,93.71,10190,17454,135,3063,19541,7418,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,187.71,2794.0,33.3,93.71,10191,17452,136,3062,19664,7419,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,187.99,2839.0,33.3,93.71,10183,17440,135,3056,19644,7415,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,188.31,2767.0,33.3,93.71,10185,17441,135,3061,19645,7413,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,188.63,2805.0,33.3,93.71,10189,17463,136,3061,19649,7413,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,188.92,2785.0,33.3,93.7,10188,17442,135,3054,19647,7414,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,189.21,2810.0,33.3,93.71,10188,17443,134,3058,19646,7414,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,189.47,2740.0,33.3,93.7,10201,17464,135,3059,19671,7423,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,189.74,2811.0,33.3,93.7,10195,17457,135,3057,19668,7423,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,190.01,2806.0,33.3,93.7,10203,17463,135,3058,19673,7367,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,190.27,2795.0,33.3,93.71,10206,17464,135,3060,19672,7425,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,190.54,2785.0,33.3,93.71,10207,17360,135,3064,19674,7424,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,190.8,2770.0,33.3,93.71,10206,17465,135,3061,19671,7424,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,191.07,2793.0,33.3,93.7,10206,17469,135,3059,19675,7426,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,191.33,2787.0,33.3,93.7,10199,17445,136,3064,19656,7374,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,191.65,2798.0,33.3,93.7,10200,17357,135,3060,19654,7419,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,191.98,2796.0,33.3,93.7,10200,17450,134,3064,19668,7426,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,192.26,2782.0,33.3,93.7,10202,17369,136,3067,19658,7421,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,192.59,2797.0,33.3,93.7,10137,17454,136,3066,19657,7421,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,192.84,2788.0,33.3,93.71,10216,17473,135,3070,19680,7429,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,193.1,2788.0,33.4,93.71,10216,17470,135,3068,19676,7429,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,193.36,2782.0,33.3,93.71,10215,17470,135,3070,19676,7429,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,193.62,2793.0,33.4,93.71,10217,17471,135,3072,19677,7429,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,193.87,2784.0,33.4,93.7,10218,17472,135,3074,19678,7430,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,194.13,2796.0,33.4,93.71,10177,17461,135,3072,19679,7430,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,194.4,2786.0,33.4,93.71,10211,17458,135,3074,19655,7429,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,194.69,2762.0,33.4,93.7,10212,17459,136,3079,19662,7424,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,195.01,2788.0,33.4,93.7,10212,17461,136,3079,19677,7431,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,195.3,2780.0,33.4,93.7,10214,17461,136,3082,19663,7426,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,195.63,2737.0,33.4,93.7,10215,17461,135,3082,19666,7378,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,195.89,2800.0,33.4,93.71,10229,17483,135,3081,19689,7435,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,196.15,2800.0,33.4,93.71,10241,17502,136,3085,19583,7432,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,196.41,2809.0,33.4,93.71,10231,17479,136,3086,19691,7437,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,196.68,2826.0,33.4,93.71,10228,17374,136,3089,19692,7436,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,196.95,2792.0,33.4,93.7,10235,17486,135,3086,19689,7438,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,197.22,2770.0,33.4,93.7,10232,17487,137,3081,19692,7433,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,197.48,2791.0,33.4,93.7,10234,17485,136,3087,19692,7423,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,197.74,2759.0,33.4,93.7,10232,17469,136,3088,19673,7432,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,198.03,2803.0,33.4,93.71,10227,17470,136,3088,19672,7433,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,198.35,2794.0,33.4,93.71,10228,17470,137,3088,19674,7432,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,198.62,2771.0,33.4,93.7,10163,17472,136,3089,19676,7433,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,198.91,2781.0,33.4,93.71,10230,17471,136,3088,19589,7434,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,199.24,2769.0,33.4,93.71,10230,17360,135,3086,19699,7442,0
dia 19 - Soja Heterodera Vaso 9,19.0,9.0,199.5,2769.0,33.4,93.71,10244,17494,136,3086,19700,7443,0
