Coleta,Dia,Vaso,MQ2,MQ3,MQ7,MQ8,MQ135,MQ138,Classe
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18851,1060,8634,22897,12879,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18856,1061,8615,22898,12881,1
dia 18 - Soja Saudavel Vaso 1,18,1,13515,18834,1061,8637,22900,12885,1
dia 18 - Soja Saudavel Vaso 1,18,1,13548,18827,1061,8638,22898,12801,1
dia 18 - Soja Saudavel Vaso 1,18,1,13550,18780,1062,8648,22868,12878,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18855,1061,8643,22900,12877,1
dia 18 - Soja Saudavel Vaso 1,18,1,13548,18735,1061,8648,22893,12876,1
dia 18 - Soja Saudavel Vaso 1,18,1,13549,18854,1060,8649,22891,12872,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18858,1062,8647,22902,12875,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18860,1063,8650,22899,12873,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18865,1058,8654,22900,12871,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18860,1063,8657,22769,12868,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18860,1063,8651,22898,12847,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18858,1062,8654,22899,12864,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18862,1063,8654,22895,12858,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18864,1059,8660,22897,12865,1
dia 18 - Soja Saudavel Vaso 1,18,1,13548,18860,1063,8657,22770,12858,1
dia 18 - Soja Saudavel Vaso 1,18,1,13550,18862,1063,8658,22897,12858,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18863,1064,8660,22904,12858,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18866,1064,8664,22896,12857,1
dia 18 - Soja Saudavel Vaso 1,18,1,13471,18865,1063,8666,22900,12858,1
dia 18 - Soja Saudavel Vaso 1,18,1,13549,18861,1065,8669,22895,12856,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18870,1065,8676,22898,12856,1
dia 18 - Soja Saudavel Vaso 1,18,1,13477,18865,1065,8677,22899,12856,1
dia 18 - Soja Saudavel Vaso 1,18,1,13550,18863,1065,8676,22762,12855,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18869,1065,8677,22902,12855,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18867,1066,8679,22864,12838,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18874,1066,8665,22896,12853,1
dia 18 - Soja Saudavel Vaso 1,18,1,13470,18868,1065,8686,22905,12850,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18872,1065,8692,22900,12776,1
dia 18 - Soja Saudavel Vaso 1,18,1,13549,18870,1065,8690,22893,12852,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18869,1065,8690,22901,12848,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18872,1065,8671,22902,12853,1
dia 18 - Soja Saudavel Vaso 1,18,1,13473,18875,1066,8693,22905,12854,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18872,1066,8693,22869,12819,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18880,1066,8691,22899,12848,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18867,1066,8702,22892,12846,1
dia 18 - Soja Saudavel Vaso 1,18,1,13549,18873,1066,8691,22897,12847,1
dia 18 - Soja Saudavel Vaso 1,18,1,13550,18870,1066,8705,22763,12847,1
dia 18 - Soja Saudavel Vaso 1,18,1,13548,18871,1066,8709,22890,12843,1
dia 18 - Soja Saudavel Vaso 1,18,1,13548,18871,1068,8709,22896,12843,1
dia 18 - Soja Saudavel Vaso 1,18,1,13470,18871,1067,8709,22900,12839,1
dia 18 - Soja Saudavel Vaso 1,18,1,13549,18876,1067,8708,22899,12768,1
dia 18 - Soja Saudavel Vaso 1,18,1,13550,18875,1067,8710,22897,12836,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18876,1069,8716,22862,12835,1
dia 18 - Soja Saudavel Vaso 1,18,1,13548,18874,1066,8702,22897,12816,1
dia 18 - Soja Saudavel Vaso 1,18,1,13543,18822,1069,8714,22884,12832,1
dia 18 - Soja Saudavel Vaso 1,18,1,13548,18869,1068,8714,22893,12780,1
dia 18 - Soja Saudavel Vaso 1,18,1,13547,18869,1070,8706,22894,12821,1
dia 18 - Soja Saudavel Vaso 1,18,1,13546,18870,1065,8715,22899,12821,1
dia 18 - Soja Saudavel Vaso 1,18,1,13468,18877,1070,8719,22896,12818,1
dia 18 - Soja Saudavel Vaso 1,18,1,13549,18879,1071,8714,22760,12816,1
dia 18 - Soja Saudavel Vaso 1,18,1,13561,18806,1070,8733,22798,12798,1
dia 18 - Soja Saudavel Vaso 1,18,1,13544,18875,1070,8726,22893,12814,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18884,1071,8704,22891,12814,1
dia 18 - Soja Saudavel Vaso 1,18,1,13470,18882,1071,8728,22895,12818,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18882,1071,8730,22890,12752,1
dia 18 - Soja Saudavel Vaso 1,18,1,13549,18884,1072,8735,22890,12813,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18887,1072,8732,22894,12812,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18865,1067,8736,22893,12803,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18888,1072,8739,22759,12814,1
dia 18 - Soja Saudavel Vaso 1,18,1,13549,18892,1075,8739,22870,12800,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18888,1073,8744,22894,12808,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18890,1074,8752,22897,12802,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18890,1069,8756,22896,12814,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18886,1074,8757,22802,12809,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18889,1075,8756,22892,12806,1
dia 18 - Soja Saudavel Vaso 1,18,1,13546,18885,1075,8759,22888,12806,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18893,1074,8751,22899,12810,1
dia 18 - Soja Saudavel Vaso 1,18,1,13478,18893,1074,8760,22900,12810,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18886,1075,8765,22895,12736,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18892,1075,8775,22897,12809,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18896,1076,8758,22897,12809,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18837,1076,8777,22889,12809,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18895,1076,8775,22895,12808,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18891,1078,8784,22896,12807,1
dia 18 - Soja Saudavel Vaso 1,18,1,13476,18875,1077,8780,22885,12804,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18782,1077,8778,22899,12808,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18900,1078,8787,22871,12757,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18900,1079,8786,22869,12799,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18907,1080,8795,22900,12797,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18881,1078,8787,22900,12795,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18844,1080,8803,22891,12796,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18906,1081,8811,22899,12789,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18902,1080,8816,22902,12789,1
dia 18 - Soja Saudavel Vaso 1,18,1,13560,18902,1082,8818,22903,12789,1
dia 18 - Soja Saudavel Vaso 1,18,1,13560,18912,1080,8820,22905,12789,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18795,1084,8826,22903,12788,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18910,1085,8831,22904,12711,1
dia 18 - Soja Saudavel Vaso 1,18,1,13571,18930,1086,8840,22926,12795,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18909,1084,8835,22902,12781,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18912,1080,8839,22906,12783,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18912,1086,8843,22903,12708,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18913,1086,8848,22901,12776,1
dia 18 - Soja Saudavel Vaso 1,18,1,13560,18914,1088,8834,22903,12776,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18801,1087,8852,22901,12780,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18916,1088,8849,22905,12778,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18915,1087,8848,22904,12780,1
dia 18 - Soja Saudavel Vaso 1,18,1,13560,18916,1087,8852,22903,12779,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18917,1087,8838,22904,12778,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18802,1087,8861,22905,12779,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18919,1088,8861,22903,12701,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18915,1088,8863,22903,12781,1
dia 18 - Soja Saudavel Vaso 1,18,1,13560,18920,1087,8862,22903,12777,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18923,1082,8860,22906,12780,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18805,1087,8862,22901,12782,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18923,1090,8854,22903,12781,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18923,1088,8866,22904,12775,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18921,1089,8872,22900,12776,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18925,1084,8876,22901,12778,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18922,1089,8879,22900,12698,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18925,1089,8887,22900,12771,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18928,1090,8884,22899,12770,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18809,1089,8885,22900,12772,1
dia 18 - Soja Saudavel Vaso 1,18,1,13536,18905,1091,8884,22895,12759,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18928,1092,8882,22900,12766,1
dia 18 - Soja Saudavel Vaso 1,18,1,13561,18905,1091,8889,22866,12757,1
dia 18 - Soja Saudavel Vaso 1,18,1,13522,18930,1087,8885,22905,12765,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18814,1092,8886,22901,12765,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18928,1093,8887,22869,12685,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18927,1093,8889,22904,12757,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18930,1093,8888,22902,12751,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18937,1093,8881,22906,12753,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18872,1094,8888,22877,12757,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18933,1096,8890,22902,12754,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18928,1094,8891,22907,12748,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18933,1094,8896,22901,12749,1
dia 18 - Soja Saudavel Vaso 1,18,1,13477,18931,1094,8894,22906,12749,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18933,1094,8896,22898,12742,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18935,1095,8898,22904,12747,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18938,1095,8881,22908,12747,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18949,1095,8894,22767,12737,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18937,1095,8892,22908,12747,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18944,1095,8891,22908,12749,1
dia 18 - Soja Saudavel Vaso 1,18,1,13563,18940,1095,8895,22907,12747,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18949,1090,8890,22914,12748,1
dia 18 - Soja Saudavel Vaso 1,18,1,13539,18904,1095,8894,22871,12747,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18947,1101,8896,22909,12677,1
dia 18 - Soja Saudavel Vaso 1,18,1,13560,18947,1099,8898,22909,12746,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18948,1096,8899,22909,12745,1
dia 18 - Soja Saudavel Vaso 1,18,1,13561,18945,1097,8879,22910,12747,1
dia 18 - Soja Saudavel Vaso 1,18,1,13494,18949,1096,8897,22910,12749,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18950,1096,8897,22837,12741,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18946,1097,8901,22907,12747,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18948,1097,8905,22907,12746,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18952,1093,8910,22908,12746,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18950,1098,8910,22844,12734,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18949,1097,8913,22908,12742,1
dia 18 - Soja Saudavel Vaso 1,18,1,13560,18955,1098,8909,22908,12742,1
dia 18 - Soja Saudavel Vaso 1,18,1,13478,18954,1097,8908,22912,12742,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18953,1098,8907,22878,12705,1
dia 18 - Soja Saudavel Vaso 1,18,1,13560,18951,1098,8913,22902,12732,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18952,1099,8912,22912,12729,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18959,1099,8915,22907,12732,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18950,1097,8917,22913,12731,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18950,1099,8920,22774,12729,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18964,1099,8919,22910,12667,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18957,1099,8920,22909,12727,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18955,1100,8922,22907,12725,1
dia 18 - Soja Saudavel Vaso 1,18,1,13493,18957,1100,8928,22918,12727,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18957,1100,8921,22775,12724,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18954,1100,8925,22908,12721,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18956,1099,8924,22907,12721,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18957,1096,8915,22909,12723,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18956,1100,8927,22836,12716,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18955,1101,8931,22907,12718,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18958,1101,8931,22904,12709,1
dia 18 - Soja Saudavel Vaso 1,18,1,13506,18956,1101,8927,22914,12720,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18961,1101,8927,22825,12713,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18962,1102,8931,22907,12714,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18962,1102,8933,22909,12715,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18957,1102,8931,22903,12714,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18964,1097,8932,22911,12721,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18955,1102,8935,22775,12714,1
dia 18 - Soja Saudavel Vaso 1,18,1,13539,18959,1102,8940,22906,12696,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18934,1101,8935,22905,12711,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18965,1102,8920,22916,12713,1
dia 18 - Soja Saudavel Vaso 1,18,1,13478,18963,1103,8937,22905,12714,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18958,1103,8941,22775,12711,1
dia 18 - Soja Saudavel Vaso 1,18,1,13550,18961,1103,8944,22909,12709,1
dia 18 - Soja Saudavel Vaso 1,18,1,13550,18965,1104,8947,22905,12710,1
dia 18 - Soja Saudavel Vaso 1,18,1,13472,18966,1104,8947,22908,12713,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18965,1107,8952,22907,12710,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18966,1106,8952,22907,12708,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18963,1103,8940,22898,12709,1
dia 18 - Soja Saudavel Vaso 1,18,1,13533,18924,1104,8949,22908,12712,1
dia 18 - Soja Saudavel Vaso 1,18,1,13546,18957,1107,8947,22906,12638,1
dia 18 - Soja Saudavel Vaso 1,18,1,13533,18933,1104,8947,22907,12709,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18966,1105,8955,22910,12707,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18970,1105,8939,22908,12708,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18856,1105,8956,22902,12711,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18968,1106,8958,22909,12646,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18974,1105,8963,22908,12712,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18970,1109,8964,22908,12711,1
dia 18 - Soja Saudavel Vaso 1,18,1,13538,18975,1103,8968,22913,12714,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18975,1109,8967,22774,12712,1
dia 18 - Soja Saudavel Vaso 1,18,1,13561,18963,1106,8976,22895,12707,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18975,1107,8973,22908,12708,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18981,1101,8975,22908,12709,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18976,1106,8973,22771,12707,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18976,1106,8978,22907,12705,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18981,1107,8977,22906,12705,1
dia 18 - Soja Saudavel Vaso 1,18,1,13550,18881,1107,8981,22908,12709,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18979,1106,8985,22911,12630,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18981,1111,8980,22913,12704,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18976,1113,8981,22907,12700,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18983,1114,8984,22911,12698,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18988,1108,8983,22908,12704,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18981,1112,8986,22769,12693,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18980,1108,8987,22910,12698,1
dia 18 - Soja Saudavel Vaso 1,18,1,13549,18972,1108,8985,22904,12693,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18988,1109,8985,22904,12696,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18981,1105,8991,22909,12701,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18983,1109,8994,22779,12693,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18975,1110,8992,22906,12691,1
dia 18 - Soja Saudavel Vaso 1,18,1,13547,18961,1113,9004,22890,12684,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18983,1111,8998,22905,12689,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18882,1112,9005,22903,12694,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18983,1111,9008,22906,12689,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18984,1111,9007,22905,12688,1
dia 18 - Soja Saudavel Vaso 1,18,1,13531,18989,1108,8997,22905,12690,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18987,1112,9003,22773,12687,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18984,1111,9005,22907,12684,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18983,1111,9007,22906,12685,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18989,1112,9007,22905,12683,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18991,1106,9013,22897,12683,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,18985,1113,9011,22781,12679,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18988,1113,9017,22901,12635,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18991,1113,9017,22905,12664,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18995,1113,9013,22899,12672,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18995,1109,9016,22908,12675,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18901,1114,9019,22900,12675,1
dia 18 - Soja Saudavel Vaso 1,18,1,13552,18989,1114,9020,22904,12595,1
dia 18 - Soja Saudavel Vaso 1,18,1,13550,18985,1114,9030,22898,12665,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18986,1115,9020,22904,12665,1
dia 18 - Soja Saudavel Vaso 1,18,1,13551,18881,1114,9029,22901,12667,1
dia 18 - Soja Saudavel Vaso 1,18,1,13553,18993,1113,9028,22904,12665,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18991,1115,9029,22902,12664,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18994,1111,9030,22910,12669,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18881,1115,9031,22906,12665,1
dia 18 - Soja Saudavel Vaso 1,18,1,13562,18998,1116,9028,22906,12588,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,18991,1116,9031,22898,12659,1
dia 18 - Soja Saudavel Vaso 1,18,1,13562,18997,1122,9038,22907,12658,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18982,1119,9025,22916,12659,1
dia 18 - Soja Saudavel Vaso 1,18,1,13560,18911,1116,9040,22904,12664,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,19000,1117,9038,22905,12578,1
dia 18 - Soja Saudavel Vaso 1,18,1,13555,18999,1117,9041,22906,12654,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18977,1117,9042,22909,12650,1
dia 18 - Soja Saudavel Vaso 1,18,1,13563,19006,1118,9028,22911,12639,1
dia 18 - Soja Saudavel Vaso 1,18,1,13479,19008,1118,9048,22918,12652,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,18916,1118,9047,22908,12650,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,19001,1118,9052,22905,12646,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,19002,1119,9054,22905,12644,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,19006,1113,9053,22908,12644,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,19003,1118,9055,22770,12641,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,19002,1119,9057,22902,12640,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,19005,1120,9057,22904,12639,1
dia 18 - Soja Saudavel Vaso 1,18,1,13465,18988,1118,9057,22893,12641,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,19007,1120,9055,22774,12638,1
dia 18 - Soja Saudavel Vaso 1,18,1,13570,19026,1120,9051,22931,12648,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,19008,1119,9056,22909,12636,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,19006,1121,9058,22909,12617,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,19005,1119,9060,22910,12629,1
dia 18 - Soja Saudavel Vaso 1,18,1,13554,18888,1121,9060,22907,12630,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,19005,1125,9074,22908,12629,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,18994,1122,9062,22898,12625,1
dia 18 - Soja Saudavel Vaso 1,18,1,13559,19015,1121,9061,22899,12625,1
dia 18 - Soja Saudavel Vaso 1,18,1,13526,19012,1121,9066,22881,12626,1
dia 18 - Soja Saudavel Vaso 1,18,1,13557,19008,1121,9067,22769,12622,1
dia 18 - Soja Saudavel Vaso 1,18,1,13556,19010,1121,9070,22906,12622,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,19011,1121,9074,22905,12622,1
dia 18 - Soja Saudavel Vaso 1,18,1,13558,19012,1122,9076,22903,12617,1
